latitude,longitude
39.123754, -120.940048
39.123355, -120.940357
39.123081, -120.940571
39.122770, -120.940812
39.121581, -120.941223
39.120438, -120.941469
39.112575, -120.944920
39.102693, -120.948743
39.100398, -120.949108
39.096664, -120.949680
39.096207, -120.949709
39.096115, -120.949738
39.095635, -120.949768
39.095223, -120.949797
39.094971, -120.949826
39.094033, -120.950032
39.078840, -120.959834
39.078313, -120.960157
39.077787, -120.960392
39.077695, -120.960421
39.076803, -120.960949
39.076013, -120.961287
39.070592, -120.964149
39.063192, -120.967097
39.047468, -120.972873
39.045614, -120.973821
39.044973, -120.974026
39.044562, -120.974084
39.044173, -120.974113
39.044058, -120.974113
39.043303, -120.974113
39.042365, -120.974083
39.041976, -120.974083
39.036300, -120.973754
39.034768, -120.974960
39.034242, -120.975282
39.033830, -120.975546
39.033052, -120.975956
39.032774, -120.976018
39.032663, -120.976044
39.031839, -120.976220
39.031261, -120.976343
39.030277, -120.976551
39.021347, -120.979727
39.019642, -120.981170
39.019047, -120.981668
39.018773, -120.982137
39.018360, -120.982665
39.018086, -120.983222
39.018043, -120.983335
39.017467, -120.984864
39.016190, -120.987305
39.013010, -120.990018
39.006211, -120.992004
39.005177, -120.992716
39.004445, -120.993214
39.003827, -120.993800
39.003277, -120.994298
39.002453, -120.994884
38.995675, -120.997743
38.994074, -120.998521
38.983913, -121.006878
38.982841, -121.007710
38.972521, -121.015439
38.969593, -121.017743
38.968649, -121.018543
38.966937, -121.019711
38.964553, -121.021935
38.963849, -121.022991
38.958825, -121.031023
38.957097, -121.033727
38.955529, -121.036351
38.953426, -121.038700
38.948888, -121.042817
38.947977, -121.043807
38.947577, -121.044191
38.945401, -121.046384
38.943001, -121.048912
38.940457, -121.051328
38.939001, -121.051920
38.938409, -121.052176
38.936540, -121.053595
38.936281, -121.053851
38.935610, -121.054320
38.935306, -121.054432
38.933386, -121.055040
38.931482, -121.055456
38.931034, -121.055504
38.929146, -121.055888
38.928314, -121.056096
38.925882, -121.056608
38.924042, -121.057216
38.922490, -121.058176
38.922042, -121.058448
38.921210, -121.058864
38.920252, -121.059425
38.918131, -121.061136
38.916970, -121.062352
38.913626, -121.065888
38.913571, -121.065926
38.912762, -121.066480
38.911274, -121.067744
38.910074, -121.068992
38.909978, -121.069126
38.906552, -121.071175
38.905498, -121.071296
38.904442, -121.071488
38.904170, -121.071584
38.903562, -121.071808
38.903210, -121.071968
38.902966, -121.072150
38.902830, -121.072236
38.902490, -121.072528
38.901270, -121.073551
38.901178, -121.073648
38.900458, -121.074496
38.900186, -121.074752
38.899850, -121.075075
38.899754, -121.075168
38.899178, -121.075968
38.899021, -121.076171
38.897473, -121.078209
38.896970, -121.078917
38.896906, -121.079008
38.896282, -121.080032
38.896026, -121.080384
38.895754, -121.080800
38.894266, -121.082304
38.893882, -121.082528
38.892538, -121.083872
38.892266, -121.084224
38.891994, -121.084672
38.891674, -121.085441
38.888666, -121.091521
38.887898, -121.093281
38.886778, -121.097057
38.886460, -121.097613
38.885626, -121.099073
38.885597, -121.099121
38.883508, -121.102533
38.882474, -121.104289
38.878363, -121.122546
38.878347, -121.123042
38.878267, -121.124098
38.878235, -121.124722
38.878043, -121.125842
38.875819, -121.130450
38.874939, -121.131042
38.873147, -121.131474
38.872932, -121.131515
38.872731, -121.131554
38.871963, -121.131778
38.869995, -121.132130
38.862779, -121.134210
38.858779, -121.138626
38.854635, -121.144290
38.849322, -121.150956
38.847547, -121.152946
38.845147, -121.155746
38.836171, -121.166131
38.834507, -121.168147
38.833867, -121.168899
38.833003, -121.169907
38.832219, -121.170707
38.825546, -121.177936
38.825003, -121.178451
38.823008, -121.180265
38.820290, -121.182736
38.815660, -121.186915
38.814732, -121.187875
38.814284, -121.188211
38.813100, -121.189187
38.810300, -121.191959
38.806025, -121.197949
38.805932, -121.198083
38.802400, -121.202959
38.801078, -121.204909
38.800500, -121.205859
38.799105, -121.207802
38.797700, -121.209759
38.789800, -121.219760
38.789200, -121.220660
38.788400, -121.221560
38.787300, -121.223060
38.786653, -121.223922
38.781831, -121.230975
38.773380, -121.243336
38.772540, -121.244692
38.772226, -121.245342
38.771300, -121.247260
38.771271, -121.247321
38.771101, -121.247684
38.770938, -121.248034
38.769987, -121.250067
38.768401, -121.253460
38.768157, -121.254130
38.768023, -121.254499
38.767201, -121.255760
38.764729, -121.257416
38.760573, -121.260052
38.760177, -121.260312
38.758601, -121.261460
38.757583, -121.262003
38.757339, -121.262133
38.755701, -121.263260
38.755442, -121.263420
38.751501, -121.265844
38.747701, -121.268460
38.744201, -121.270560
38.742501, -121.271660
38.742001, -121.272260
38.741001, -121.273161
38.740045, -121.274182
38.738501, -121.275831
38.737858, -121.276518
38.736601, -121.277861
38.731601, -121.283161
38.729401, -121.285361
38.727701, -121.287461
38.726941, -121.288181
38.726030, -121.289362
38.725602, -121.289761
38.725102, -121.290261
38.724202, -121.291161
38.721406, -121.293973
38.719502, -121.296161
38.718356, -121.297412
38.713141, -121.303101
38.709428, -121.307140
38.707631, -121.309090
38.707402, -121.309361
38.705762, -121.311205
38.705533, -121.311484
38.699576, -121.317990
38.697694, -121.320043
38.697150, -121.320636
38.694530, -121.323494
38.694270, -121.323778
38.691448, -121.326857
38.685714, -121.333114
38.685133, -121.333780
38.683373, -121.335632
38.683203, -121.335862
38.682957, -121.336165
38.681215, -121.338261
38.680901, -121.338610
38.673037, -121.347060
38.672634, -121.347493
38.672056, -121.348114
38.671544, -121.348664
38.671017, -121.349230
38.668103, -121.352362
38.666547, -121.353763
38.665015, -121.355162
38.663754, -121.356630
38.661073, -121.359839
38.660989, -121.359886
38.659188, -121.361741
38.658958, -121.362034
38.656903, -121.364363
38.653903, -121.367663
38.649703, -121.371963
38.647442, -121.374346
38.647003, -121.374863
38.646603, -121.375363
38.645913, -121.376037
38.644331, -121.377692
38.642204, -121.379963
38.641404, -121.380863
38.641167, -121.381148
38.640904, -121.381463
38.640504, -121.381863
38.639757, -121.382645
38.639507, -121.382966
38.638704, -121.383763
38.638447, -121.384015
38.636704, -121.386063
38.635435, -121.388065
38.635204, -121.388763
38.631704, -121.398363
38.631519, -121.399189
38.631004, -121.401364
38.629704, -121.404164
38.628808, -121.405594
38.624989, -121.415080
38.624697, -121.415652
38.623603, -121.418348
38.623042, -121.419853
38.621643, -121.423300
38.620181, -121.424880
38.619863, -121.425188
38.619676, -121.425418
38.618371, -121.426824
38.616549, -121.428800
38.614738, -121.430815
38.612704, -121.432364
38.610804, -121.434164
38.610804, -121.434764
38.611004, -121.435464
38.611004, -121.438064
38.610904, -121.439264
38.611004, -121.440565
38.611004, -121.441465
38.610904, -121.442565
38.611004, -121.443865
38.611004, -121.444965
38.611004, -121.446065
38.610904, -121.447165
38.611004, -121.448165
38.611004, -121.448765
38.610104, -121.450465
38.610004, -121.450865
38.609604, -121.451565
38.609204, -121.452465
38.608904, -121.453165
38.608504, -121.453765
38.608304, -121.454365
38.608004, -121.454865
38.607804, -121.455365
38.607404, -121.456165
38.606904, -121.457465
38.606304, -121.458565
38.606111, -121.458875
38.605964, -121.459141
38.605104, -121.460965
38.604504, -121.462065
38.604104, -121.462965
38.603904, -121.463365
38.603404, -121.464265
38.603404, -121.464565
38.602804, -121.465665
38.602604, -121.466065
38.602004, -121.467265
38.601200, -121.468722
38.600553, -121.469908
38.600304, -121.470365
38.600145, -121.470591
38.598255, -121.473907
38.597317, -121.475398
38.596909, -121.476165
38.596513, -121.476772
38.596000, -121.477332
38.594684, -121.478145
38.594155, -121.478670
38.592704, -121.481066
38.592204, -121.482166
38.591204, -121.484266
38.590405, -121.485666
38.590205, -121.486266
38.589405, -121.486566
38.588623, -121.486871
38.587209, -121.487466
38.587564, -121.488783
38.587905, -121.490266
38.588205, -121.491566
38.587255, -121.492001
38.587610, -121.493332
38.587313, -121.494886
38.586877, -121.495073
38.585789, -121.495541
38.584605, -121.496066
38.583505, -121.496566
38.583805, -121.497866
38.583405, -121.499566
38.583105, -121.499566
38.582105, -121.500066
38.582448, -121.501439
38.582770, -121.502723
38.581605, -121.503266
38.580605, -121.503666
38.579924, -121.505542
38.579869, -121.505754
38.579896, -121.505872
38.579956, -121.506136
38.580105, -121.506766
38.580211, -121.507194
38.580305, -121.507566
38.580505, -121.508266
38.580805, -121.509166
38.581105, -121.509966
38.581205, -121.510466
38.581605, -121.511866
38.582405, -121.515666
38.582205, -121.517066
38.582305, -121.519166
38.582305, -121.519367
38.581705, -121.521967
38.580905, -121.526067
38.580405, -121.530567
38.580505, -121.530867
38.580305, -121.534067
38.580122, -121.537080
38.580105, -121.537367
38.580005, -121.538167
38.579905, -121.539067
38.579905, -121.540067
38.579805, -121.540767
38.579805, -121.541967
38.579705, -121.543267
38.579605, -121.545367
38.579305, -121.548767
38.579405, -121.548967
38.579205, -121.550867
38.579105, -121.554667
38.579005, -121.555767
38.578805, -121.559268
38.578605, -121.562368
38.578465, -121.563180
38.574805, -121.576668
38.573205, -121.583268
38.566812, -121.619701
38.563905, -121.636269
38.563805, -121.636669
38.563605, -121.637869
38.563561, -121.638158
38.563405, -121.638869
38.562206, -121.645670
38.561906, -121.647470
38.557306, -121.675570
38.557201, -121.676035
38.554106, -121.689771
38.553106, -121.694371
38.551906, -121.699971
38.548866, -121.713615
38.546206, -121.725871
38.543906, -121.731472
38.542106, -121.734072
38.541606, -121.734572
38.541105, -121.735164
38.540506, -121.735872
38.540106, -121.736472
38.539406, -121.737272
38.539106, -121.737672
38.538006, -121.738472
38.530341, -121.749894
38.529794, -121.752496
38.528914, -121.756592
38.527922, -121.759024
38.524770, -121.764592
38.522338, -121.767216
38.520770, -121.768800
38.518050, -121.771680
38.514658, -121.775393
38.508195, -121.782225
38.505149, -121.785482
38.502419, -121.788401
38.489443, -121.802625
38.489056, -121.803077
38.488387, -121.803857
38.487801, -121.804639
38.485603, -121.807569
38.474435, -121.821665
38.473971, -121.822322
38.472835, -121.823730
38.467407, -121.830774
38.465203, -121.833571
38.462732, -121.836709
38.462208, -121.837374
38.460229, -121.839788
38.459842, -121.840330
38.459544, -121.840781
38.459133, -121.841339
38.458001, -121.842826
38.457808, -121.843074
38.457308, -121.843674
38.456592, -121.844635
38.452908, -121.849574
38.448208, -121.855374
38.446808, -121.857274
38.445914, -121.858401
38.445806, -121.858526
38.445573, -121.858818
38.445202, -121.859283
38.443806, -121.861377
38.442627, -121.862932
38.438092, -121.868748
38.435108, -121.872575
38.423931, -121.887175
38.419109, -121.893475
38.418409, -121.894475
38.416652, -121.896785
38.416548, -121.896958
38.416309, -121.897375
38.413609, -121.901075
38.404109, -121.913275
38.403609, -121.913875
38.402300, -121.915578
38.401609, -121.916476
38.401309, -121.916876
38.390409, -121.930876
38.388971, -121.932792
38.388358, -121.933669
38.387301, -121.935020
38.385909, -121.936876
38.375310, -121.951376
38.373610, -121.953576
38.371763, -121.955503
38.371310, -121.955976
38.369210, -121.958576
38.367410, -121.960776
38.364910, -121.964077
38.364556, -121.964544
38.363907, -121.965520
38.363465, -121.966238
38.362561, -121.967708
38.361925, -121.968742
38.361131, -121.969875
38.356010, -121.976677
38.354610, -121.978077
38.354410, -121.978277
38.353645, -121.979779
38.352571, -121.981889
38.351610, -121.983777
38.351052, -121.985262
38.350910, -121.985577
38.350147, -121.987533
38.349551, -121.989050
38.347710, -121.993777
38.346920, -121.995844
38.346410, -121.997177
38.346093, -121.997891
38.344851, -122.000772
38.344510, -122.001677
38.342810, -122.006578
38.341621, -122.010387
38.341311, -122.011378
38.338933, -122.014940
38.336911, -122.016378
38.336511, -122.016578
38.335811, -122.016978
38.335105, -122.017443
38.333932, -122.018216
38.333511, -122.018478
38.328411, -122.021778
38.326711, -122.022878
38.325176, -122.023877
38.323711, -122.024978
38.323011, -122.025678
38.315379, -122.031927
38.313961, -122.032459
38.313111, -122.032778
38.308747, -122.033502
38.305512, -122.033778
38.301514, -122.033778
38.298912, -122.033778
38.296912, -122.033778
38.296472, -122.033839
38.295112, -122.033977
38.292897, -122.034048
38.283412, -122.041077
38.275613, -122.047878
38.274464, -122.048827
38.273313, -122.049778
38.272714, -122.050288
38.272140, -122.050778
38.270613, -122.052078
38.270313, -122.052378
38.269413, -122.053278
38.268645, -122.053916
38.260513, -122.060678
38.258113, -122.062678
38.257128, -122.063663
38.256390, -122.064401
38.255813, -122.064978
38.253713, -122.066578
38.250493, -122.068951
38.249714, -122.069678
38.248114, -122.072178
38.246814, -122.076378
38.246614, -122.077078
38.243514, -122.084278
38.242214, -122.087278
38.241314, -122.089178
38.240911, -122.090106
38.238675, -122.095248
38.238314, -122.096078
38.237519, -122.097892
38.231215, -122.112279
38.230762, -122.113267
38.230507, -122.113823
38.229371, -122.116302
38.228763, -122.117629
38.227989, -122.119317
38.225715, -122.124279
38.224815, -122.125579
38.223715, -122.127379
38.222815, -122.128679
38.220815, -122.131779
38.220115, -122.132679
38.218515, -122.134979
38.217715, -122.136079
38.217452, -122.136456
38.216615, -122.137679
38.215615, -122.139079
38.214228, -122.141159
38.212615, -122.143479
38.212057, -122.144230
38.210415, -122.146779
38.210265, -122.146929
38.208146, -122.149731
38.207521, -122.150471
38.207116, -122.150979
38.205516, -122.152779
38.204216, -122.154179
38.202334, -122.156208
38.199446, -122.159520
38.198616, -122.160579
38.187308, -122.173415
38.184717, -122.180780
38.184440, -122.181287
38.172975, -122.194750
38.169417, -122.199880
38.168717, -122.200880
38.168217, -122.201580
38.167017, -122.203380
38.166669, -122.203992
38.163685, -122.207778
38.159717, -122.211080
38.154918, -122.214080
38.143544, -122.217181
38.142618, -122.217580
38.140292, -122.219152
38.140072, -122.219301
38.139341, -122.219794
38.138980, -122.220035
38.138526, -122.220308
38.137863, -122.220748
38.137418, -122.221080
38.136718, -122.221480
38.133378, -122.223589
38.129918, -122.225780
38.129518, -122.226042
38.129018, -122.226370
38.127018, -122.227680
38.124723, -122.229089
38.124119, -122.229380
38.123119, -122.229680
38.121319, -122.230080
38.120268, -122.230052
38.116819, -122.229880
38.116450, -122.229871
38.112819, -122.229780
38.112419, -122.229780
38.109719, -122.229680
38.109490, -122.229687
38.107027, -122.229635
38.105619, -122.229580
38.104812, -122.229590
38.104019, -122.229580
38.102219, -122.229580
38.100719, -122.229480
38.098919, -122.229480
38.096232, -122.229553
38.095239, -122.229547
38.094849, -122.229565
38.094419, -122.229580
38.094320, -122.229595
38.093119, -122.229780
38.092023, -122.230049
38.091575, -122.230180
38.091466, -122.230212
38.090919, -122.230480
38.089919, -122.230880
38.088819, -122.231380
38.088219, -122.231580
38.085325, -122.232802
38.084844, -122.233000
38.083720, -122.233180
38.078685, -122.232560
38.078220, -122.232480
38.077693, -122.232330
38.076829, -122.231986
38.076521, -122.231831
38.076020, -122.231580
38.075256, -122.231232
38.070097, -122.227620
38.065120, -122.226179
38.061020, -122.225979
38.056320, -122.225579
38.055820, -122.225679
38.054848, -122.225989
38.054038, -122.226327
38.053531, -122.226555
38.052710, -122.227705
38.052569, -122.227911
38.047221, -122.235679
38.046021, -122.237379
38.045824, -122.237601
38.043221, -122.241379
38.040121, -122.245079
38.032721, -122.254180
38.030788, -122.256111
38.025221, -122.261280
38.024121, -122.262280
38.024021, -122.262357
38.023705, -122.262617
38.023521, -122.262780
38.022621, -122.263680
38.021903, -122.264219
38.020721, -122.265280
38.020121, -122.265780
38.018221, -122.267580
38.015921, -122.269780
38.013222, -122.272180
38.012522, -122.272680
38.012225, -122.272958
38.009519, -122.275496
38.009477, -122.275535
38.008181, -122.276750
38.007455, -122.277430
38.006977, -122.277878
38.006574, -122.278256
38.004922, -122.279805
38.004522, -122.280180
38.002122, -122.282480
38.001254, -122.283263
38.000083, -122.284374
37.997722, -122.286680
37.996722, -122.288380
37.996229, -122.289748
37.995822, -122.290880
37.994822, -122.297080
37.994235, -122.302478
37.994129, -122.303028
37.992922, -122.307281
37.990322, -122.311081
37.987922, -122.314281
37.986181, -122.315475
37.985584, -122.315854
37.985322, -122.315981
37.985110, -122.316043
37.980522, -122.317381
37.977557, -122.318491
37.976820, -122.318745
37.976149, -122.318912
37.972867, -122.320035
37.970321, -122.321104
37.966623, -122.322681
37.962323, -122.329381
37.958767, -122.331037
37.957961, -122.330932
37.957617, -122.330832
37.956023, -122.330081
37.954517, -122.329089
37.953323, -122.328581
37.951323, -122.327581
37.949585, -122.326677
37.948823, -122.326281
37.946823, -122.325281
37.945123, -122.324581
37.943324, -122.323981
37.941224, -122.324181
37.939400, -122.325088
37.937369, -122.326160
37.936924, -122.325981
37.935324, -122.325181
37.933624, -122.324281
37.932924, -122.323981
37.932289, -122.323547
37.931424, -122.322981
37.930224, -122.322281
37.929951, -122.322008
37.929524, -122.321581
37.929224, -122.321481
37.927924, -122.320481
37.927124, -122.319881
37.926424, -122.319381
37.925424, -122.318681
37.924824, -122.318281
37.924224, -122.317881
37.923824, -122.317481
37.923524, -122.317281
37.920824, -122.317381
37.919324, -122.317381
37.919255, -122.317383
37.915724, -122.317481
37.914522, -122.317417
37.913068, -122.317299
37.912264, -122.317234
37.910975, -122.317130
37.909485, -122.316311
37.908645, -122.315850
37.902925, -122.312081
37.900968, -122.310603
37.899440, -122.309838
37.897925, -122.309080
37.894225, -122.307680
37.893425, -122.307580
37.891225, -122.307580
37.890425, -122.307780
37.889968, -122.308087
37.889518, -122.308396
37.887825, -122.309180
37.886025, -122.308780
37.883025, -122.308680
37.882192, -122.308618
37.881625, -122.308480
37.880005, -122.308052
37.879425, -122.307880
37.878225, -122.307480
37.877325, -122.307280
37.869426, -122.304880
37.866690, -122.304169
37.865812, -122.303876
37.864326, -122.303380
37.851726, -122.299880
37.851212, -122.299726
37.850223, -122.299454
37.850008, -122.299367
37.849097, -122.299066
37.847941, -122.298699
37.847265, -122.298497
37.846672, -122.298399
37.846084, -122.298278
37.839526, -122.296780
37.838226, -122.296380
37.837257, -122.296107
37.836627, -122.295880
37.834027, -122.294780
37.831485, -122.294062
37.830096, -122.293986
37.827827, -122.295980
37.827227, -122.297280
37.826327, -122.301480
37.826127, -122.302680
37.825815, -122.304047
37.825327, -122.306180
37.824827, -122.309380
37.821527, -122.329181
37.817427, -122.349081
37.815593, -122.355089
37.814527, -122.358581
37.814044, -122.359911
37.812603, -122.362647
37.812394, -122.362867
37.812062, -122.363218
37.811528, -122.363781
37.809881, -122.365614
37.809628, -122.365881
37.809534, -122.365975
37.809428, -122.366081
37.809335, -122.366174
37.809028, -122.366481
37.808528, -122.367081
37.808428, -122.367181
37.807928, -122.367881
37.805918, -122.370001
37.791528, -122.385181
37.790928, -122.385681
37.790311, -122.386362
37.789628, -122.387081
37.788728, -122.388081
37.789528, -122.388481
37.791228, -122.389481
37.792228, -122.390781
37.792428, -122.391181
37.793628, -122.392581
37.794928, -122.394181
37.795328, -122.394482
37.795728, -122.394882
37.796128, -122.395182
37.796528, -122.395482
37.796328, -122.396882
37.796228, -122.397782
37.795928, -122.400482
37.795828, -122.401082
37.795728, -122.401582
37.795628, -122.402682
37.795628, -122.403282
37.795928, -122.403382
37.796228, -122.403782
37.796428, -122.404082
37.797228, -122.405182
37.797728, -122.405982
37.797993, -122.406478
37.798428, -122.407082
37.798828, -122.407582
37.799628, -122.408882
37.800428, -122.410082
37.801128, -122.410882
37.801228, -122.411282
37.801428, -122.411382
37.802028, -122.412382
37.802328, -122.412782
37.802928, -122.413582
37.802828, -122.413782
37.802728, -122.414582
37.802528, -122.416382
37.802328, -122.417882
37.802228, -122.418882
37.802128, -122.419582
37.801928, -122.421182
37.801825, -122.421798
37.801628, -122.422882
37.801428, -122.424382
37.801128, -122.426182
37.800928, -122.427782
37.800728, -122.429382
37.800528, -122.431082
37.800328, -122.432682
37.800128, -122.434382
37.799928, -122.436082
37.799728, -122.437682
37.799528, -122.439282
37.799328, -122.440882
37.799028, -122.442582
37.798928, -122.444182
37.798728, -122.444982
37.798628, -122.445982
37.798528, -122.447282
37.798228, -122.448382
37.798128, -122.448482
37.799028, -122.452182
37.800344, -122.453154
37.800528, -122.453582
37.800928, -122.454482
37.801028, -122.454682
37.801128, -122.454982
37.801328, -122.455482
37.801428, -122.455682
37.801528, -122.456082
37.801728, -122.456482
37.801828, -122.456882
37.802028, -122.458082
37.801828, -122.458682
37.801528, -122.459882
37.801128, -122.461182
37.801528, -122.464182
37.801828, -122.465282
37.802028, -122.466783
37.802728, -122.467283
37.802895, -122.468110
37.803037, -122.468899
37.803179, -122.469582
37.803275, -122.470022
37.803428, -122.470583
37.803628, -122.471083
37.804128, -122.471983
37.806228, -122.474283
37.806428, -122.474483
37.806628, -122.474683
37.806728, -122.474783
